"activeDate","installDate","app","user_label"
2024-01-25,2024-01-01,"app 1","user30"
2024-01-25,2024-01-01,"app 1","user34"
2024-01-25,2024-01-01,"app 1","user103"
2024-01-25,2024-01-01,"app 1","user54"
2024-01-25,2024-01-01,"app 1","user35"
2024-01-10,2024-01-01,"app 2","user145"
2024-01-10,2024-01-01,"app 2","user146"
2024-01-10,2024-01-01,"app 2","user147"
2024-01-10,2024-01-01,"app 2","user148"
2024-01-10,2024-01-01,"app 2","user149"
2024-01-10,2024-01-01,"app 2","user150"
2024-01-10,2024-01-01,"app 2","user151"
2024-01-10,2024-01-01,"app 2","user152"
2024-01-10,2024-01-01,"app 2","user153"
2024-01-10,2024-01-01,"app 2","user154"
2024-01-10,2024-01-01,"app 2","user155"
2024-01-10,2024-01-01,"app 2","user156"
2024-01-10,2024-01-01,"app 2","user157"
2024-01-10,2024-01-01,"app 2","user158"
2024-01-10,2024-01-01,"app 2","user159"
2024-01-16,2024-01-01,"app 1","user36"
2024-01-16,2024-01-01,"app 1","user160"
2024-01-16,2024-01-01,"app 1","user55"
2024-01-16,2024-01-01,"app 1","user161"
2024-01-16,2024-01-01,"app 1","user45"
2024-01-16,2024-01-01,"app 1","user9"
2024-01-16,2024-01-01,"app 1","user63"
2024-01-16,2024-01-01,"app 1","user11"
2024-01-18,2024-01-01,"app 1","user67"
2024-01-18,2024-01-01,"app 1","user15"
2024-01-18,2024-01-01,"app 1","user45"
2024-01-18,2024-01-01,"app 1","user106"
2024-01-18,2024-01-01,"app 1","user162"
2024-01-18,2024-01-01,"app 1","user163"
2024-01-18,2024-01-01,"app 1","user76"
2024-01-18,2024-01-01,"app 1","user54"
2024-01-18,2024-01-01,"app 1","user164"
2024-01-18,2024-01-01,"app 1","user11"
2024-01-18,2024-01-01,"app 1","user60"
2024-01-26,2024-01-01,"app 2","user165"
2024-01-26,2024-01-01,"app 2","user166"
2024-01-26,2024-01-01,"app 2","user167"
2024-01-26,2024-01-01,"app 2","user149"
2024-01-26,2024-01-01,"app 2","user168"
2024-01-26,2024-01-01,"app 2","user158"
2024-01-26,2024-01-01,"app 2","user169"
2024-01-28,2024-01-01,"app 2","user153"
2024-01-28,2024-01-01,"app 2","user170"
2024-01-28,2024-01-01,"app 2","user158"
2024-01-28,2024-01-01,"app 2","user171"
2024-01-28,2024-01-01,"app 2","user172"
2024-01-28,2024-01-01,"app 2","user148"
2024-01-11,2024-01-01,"app 1","user2"
2024-01-11,2024-01-01,"app 1","user173"
2024-01-11,2024-01-01,"app 1","user117"
2024-01-11,2024-01-01,"app 1","user12"
2024-01-11,2024-01-01,"app 1","user78"
2024-01-11,2024-01-01,"app 1","user140"
2024-01-11,2024-01-01,"app 1","user82"
2024-01-11,2024-01-01,"app 1","user26"
2024-01-11,2024-01-01,"app 1","user114"
2024-01-11,2024-01-01,"app 1","user1"
2024-01-11,2024-01-01,"app 1","user38"
2024-01-19,2024-01-01,"app 1","user129"
2024-01-19,2024-01-01,"app 1","user109"
2024-01-19,2024-01-01,"app 1","user35"
2024-01-19,2024-01-01,"app 1","user174"
2024-01-19,2024-01-01,"app 1","user73"
2024-01-19,2024-01-01,"app 1","user103"
2024-01-19,2024-01-01,"app 1","user40"
2024-01-13,2024-01-01,"app 1","user32"
2024-01-13,2024-01-01,"app 1","user67"
2024-01-13,2024-01-01,"app 1","user175"
2024-01-13,2024-01-01,"app 1","user2"
2024-01-13,2024-01-01,"app 1","user71"
2024-01-13,2024-01-01,"app 1","user65"
2024-01-13,2024-01-01,"app 1","user59"
2024-01-13,2024-01-01,"app 1","user5"
2024-01-13,2024-01-01,"app 1","user53"
2024-01-13,2024-01-01,"app 1","user176"
2024-01-13,2024-01-01,"app 1","user177"
2024-01-13,2024-01-01,"app 1","user34"
2024-01-13,2024-01-01,"app 1","user144"
2024-01-13,2024-01-01,"app 1","user178"
2024-01-13,2024-01-01,"app 1","user137"
2024-01-13,2024-01-01,"app 1","user164"
2024-01-13,2024-01-01,"app 1","user46"
2024-01-13,2024-01-01,"app 1","user39"
2024-01-13,2024-01-01,"app 1","user52"
2024-01-23,2024-01-01,"app 1","user40"
2024-01-23,2024-01-01,"app 1","user122"
2024-01-23,2024-01-01,"app 1","user2"
2024-01-23,2024-01-01,"app 1","user73"
2024-01-23,2024-01-01,"app 1","user27"
2024-01-23,2024-01-01,"app 1","user52"
2024-01-23,2024-01-01,"app 1","user12"
2024-01-23,2024-01-01,"app 1","user67"
2024-01-23,2024-01-01,"app 1","user35"
2024-01-16,2024-01-01,"app 1","user2"
2024-01-16,2024-01-01,"app 1","user80"
2024-01-16,2024-01-01,"app 1","user67"
2024-01-16,2024-01-01,"app 1","user66"
2024-01-16,2024-01-01,"app 1","user16"
2024-01-16,2024-01-01,"app 1","user39"
2024-01-16,2024-01-01,"app 1","user34"
2024-01-16,2024-01-01,"app 1","user164"
2024-01-16,2024-01-01,"app 1","user57"
2024-01-16,2024-01-01,"app 1","user1"
2024-01-16,2024-01-01,"app 1","user4"
2024-01-16,2024-01-01,"app 1","user105"
2024-01-22,2024-01-01,"app 1","user73"
2024-01-22,2024-01-01,"app 1","user68"
2024-01-22,2024-01-01,"app 1","user78"
2024-01-22,2024-01-01,"app 1","user88"
2024-01-22,2024-01-01,"app 1","user3"
2024-01-22,2024-01-01,"app 1","user122"
2024-01-08,2024-01-01,"app 1","user62"
2024-01-08,2024-01-01,"app 1","user131"
2024-01-08,2024-01-01,"app 1","user179"
2024-01-08,2024-01-01,"app 1","user81"
2024-01-08,2024-01-01,"app 1","user180"
2024-01-08,2024-01-01,"app 1","user181"
2024-01-08,2024-01-01,"app 1","user31"
2024-01-08,2024-01-01,"app 1","user82"
2024-01-08,2024-01-01,"app 1","user39"
2024-01-08,2024-01-01,"app 1","user23"
2024-01-08,2024-01-01,"app 1","user36"
2024-01-08,2024-01-01,"app 1","user173"
2024-01-08,2024-01-01,"app 1","user4"
2024-01-08,2024-01-01,"app 1","user15"
2024-01-08,2024-01-01,"app 1","user60"
2024-01-08,2024-01-01,"app 1","user35"
2024-01-08,2024-01-01,"app 1","user164"
2024-01-08,2024-01-01,"app 1","user57"
2024-01-08,2024-01-01,"app 1","user105"
2024-01-20,2024-01-01,"app 1","user105"
2024-01-20,2024-01-01,"app 1","user26"
2024-01-20,2024-01-01,"app 1","user73"
2024-01-20,2024-01-01,"app 1","user12"
2024-01-20,2024-01-01,"app 1","user17"
2024-01-20,2024-01-01,"app 1","user62"
2024-01-20,2024-01-01,"app 1","user35"
2024-01-20,2024-01-01,"app 1","user52"
2024-01-07,2024-01-01,"app 1","user174"
2024-01-07,2024-01-01,"app 1","user68"
2024-01-07,2024-01-01,"app 1","user108"
2024-01-07,2024-01-01,"app 1","user117"
2024-01-07,2024-01-01,"app 1","user182"
2024-01-07,2024-01-01,"app 1","user96"
2024-01-07,2024-01-01,"app 1","user183"
2024-01-07,2024-01-01,"app 1","user130"
2024-01-07,2024-01-01,"app 1","user142"
2024-01-07,2024-01-01,"app 1","user12"
2024-01-07,2024-01-01,"app 1","user163"
2024-01-07,2024-01-01,"app 1","user26"
2024-01-07,2024-01-01,"app 1","user181"
2024-01-07,2024-01-01,"app 1","user71"
2024-01-07,2024-01-01,"app 1","user17"
2024-01-07,2024-01-01,"app 1","user34"
2024-01-18,2024-01-01,"app 1","user2"
2024-01-18,2024-01-01,"app 1","user184"
2024-01-18,2024-01-01,"app 1","user90"
2024-01-18,2024-01-01,"app 1","user137"
2024-01-18,2024-01-01,"app 1","user61"
2024-01-18,2024-01-01,"app 1","user46"
2024-01-18,2024-01-01,"app 1","user1"
2024-01-18,2024-01-01,"app 1","user10"
2024-01-18,2024-01-01,"app 1","user64"
2024-01-18,2024-01-01,"app 1","user57"
2024-01-18,2024-01-01,"app 1","user52"
2024-01-18,2024-01-01,"app 1","user58"
2024-01-01,2024-01-01,"app 1","user185"
2024-01-01,2024-01-01,"app 1","user87"
2024-01-01,2024-01-01,"app 1","user186"
2024-01-01,2024-01-01,"app 1","user187"
2024-01-01,2024-01-01,"app 1","user181"
2024-01-01,2024-01-01,"app 1","user188"
2024-01-01,2024-01-01,"app 1","user179"
2024-01-01,2024-01-01,"app 1","user183"
2024-01-01,2024-01-01,"app 1","user189"
2024-01-01,2024-01-01,"app 1","user83"
2024-01-01,2024-01-01,"app 1","user190"
2024-01-01,2024-01-01,"app 1","user184"
2024-01-01,2024-01-01,"app 1","user191"
2024-01-01,2024-01-01,"app 1","user9"
2024-01-01,2024-01-01,"app 1","user88"
2024-01-01,2024-01-01,"app 1","user30"
2024-01-01,2024-01-01,"app 1","user192"
2024-01-01,2024-01-01,"app 1","user193"
2024-01-01,2024-01-01,"app 1","user194"
2024-01-01,2024-01-01,"app 1","user52"
2024-01-01,2024-01-01,"app 1","user2"
2024-01-01,2024-01-01,"app 1","user8"
2024-01-01,2024-01-01,"app 1","user195"
2024-01-01,2024-01-01,"app 1","user18"
2024-01-01,2024-01-01,"app 1","user100"
2024-01-01,2024-01-01,"app 1","user85"
2024-01-01,2024-01-01,"app 1","user89"
2024-01-01,2024-01-01,"app 1","user174"
2024-01-01,2024-01-01,"app 1","user113"
2024-01-01,2024-01-01,"app 1","user31"
2024-01-01,2024-01-01,"app 1","user73"
2024-01-01,2024-01-01,"app 1","user196"
2024-01-01,2024-01-01,"app 1","user42"
2024-01-01,2024-01-01,"app 1","user77"
2024-01-01,2024-01-01,"app 1","user47"
2024-01-01,2024-01-01,"app 1","user197"
2024-01-01,2024-01-01,"app 1","user162"
2024-01-01,2024-01-01,"app 1","user63"
2024-01-01,2024-01-01,"app 1","user163"
2024-01-01,2024-01-01,"app 1","user78"
2024-01-01,2024-01-01,"app 1","user95"
2024-01-01,2024-01-01,"app 1","user178"
2024-01-01,2024-01-01,"app 1","user198"
2024-01-01,2024-01-01,"app 1","user61"
2024-01-01,2024-01-01,"app 1","user28"
2024-01-01,2024-01-01,"app 1","user46"
2024-01-01,2024-01-01,"app 1","user114"
2024-01-01,2024-01-01,"app 1","user29"
2024-01-01,2024-01-01,"app 1","user51"
2024-01-01,2024-01-01,"app 1","user103"
2024-01-01,2024-01-01,"app 1","user72"
2024-01-01,2024-01-01,"app 1","user23"
2024-01-01,2024-01-01,"app 1","user199"
2024-01-01,2024-01-01,"app 1","user92"
2024-01-01,2024-01-01,"app 1","user4"
2024-01-01,2024-01-01,"app 1","user200"
2024-01-01,2024-01-01,"app 1","user54"
2024-01-01,2024-01-01,"app 1","user6"
2024-01-01,2024-01-01,"app 1","user111"
2024-01-01,2024-01-01,"app 1","user3"
2024-01-01,2024-01-01,"app 1","user76"
2024-01-01,2024-01-01,"app 1","user50"
2024-01-01,2024-01-01,"app 1","user7"
2024-01-01,2024-01-01,"app 1","user34"
2024-01-01,2024-01-01,"app 1","user176"
2024-01-01,2024-01-01,"app 1","user104"
2024-01-01,2024-01-01,"app 1","user27"
2024-01-01,2024-01-01,"app 1","user65"
2024-01-01,2024-01-01,"app 1","user17"
2024-01-01,2024-01-01,"app 1","user40"
2024-01-01,2024-01-01,"app 1","user10"
2024-01-10,2024-01-01,"app 1","user123"
2024-01-10,2024-01-01,"app 1","user73"
2024-01-10,2024-01-01,"app 1","user197"
2024-01-10,2024-01-01,"app 1","user3"
2024-01-10,2024-01-01,"app 1","user34"
2024-01-10,2024-01-01,"app 1","user201"
2024-01-10,2024-01-01,"app 1","user176"
2024-01-10,2024-01-01,"app 1","user27"
2024-01-10,2024-01-01,"app 1","user39"
2024-01-10,2024-01-01,"app 1","user11"
2024-01-10,2024-01-01,"app 1","user41"
2024-01-10,2024-01-01,"app 1","user1"
2024-01-10,2024-01-01,"app 1","user12"
2024-01-10,2024-01-01,"app 1","user102"
2024-01-10,2024-01-01,"app 1","user18"
2024-01-10,2024-01-01,"app 1","user49"
2024-01-10,2024-01-01,"app 1","user163"
2024-01-10,2024-01-01,"app 1","user202"
2024-01-10,2024-01-01,"app 1","user180"
2024-01-10,2024-01-01,"app 1","user15"
2024-01-10,2024-01-01,"app 1","user52"
2024-01-10,2024-01-01,"app 1","user63"
2024-01-10,2024-01-01,"app 1","user109"
2024-01-10,2024-01-01,"app 1","user31"
2024-01-10,2024-01-01,"app 1","user203"
2024-01-10,2024-01-01,"app 1","user4"
2024-01-10,2024-01-01,"app 1","user116"
2024-01-10,2024-01-01,"app 1","user28"
2024-01-10,2024-01-01,"app 1","user137"
2024-01-03,2024-01-01,"app 1","user174"
2024-01-03,2024-01-01,"app 1","user41"
2024-01-03,2024-01-01,"app 1","user73"
2024-01-03,2024-01-01,"app 1","user127"
2024-01-03,2024-01-01,"app 1","user100"
2024-01-03,2024-01-01,"app 1","user136"
2024-01-03,2024-01-01,"app 1","user67"
2024-01-03,2024-01-01,"app 1","user189"
2024-01-03,2024-01-01,"app 1","user57"
2024-01-03,2024-01-01,"app 1","user204"
2024-01-03,2024-01-01,"app 1","user95"
2024-01-03,2024-01-01,"app 1","user109"
2024-01-03,2024-01-01,"app 1","user74"
2024-01-03,2024-01-01,"app 1","user196"
2024-01-03,2024-01-01,"app 1","user88"
2024-01-03,2024-01-01,"app 1","user58"
2024-01-03,2024-01-01,"app 1","user181"
2024-01-03,2024-01-01,"app 1","user32"
2024-01-03,2024-01-01,"app 1","user4"
2024-01-03,2024-01-01,"app 1","user99"
2024-01-03,2024-01-01,"app 1","user140"
2024-01-03,2024-01-01,"app 1","user98"
2024-01-03,2024-01-01,"app 1","user85"
2024-01-03,2024-01-01,"app 1","user139"
2024-01-03,2024-01-01,"app 1","user7"
2024-01-03,2024-01-01,"app 1","user72"
2024-01-03,2024-01-01,"app 1","user102"
2024-01-03,2024-01-01,"app 1","user35"
2024-01-03,2024-01-01,"app 1","user46"
2024-01-03,2024-01-01,"app 1","user51"
2024-01-03,2024-01-01,"app 1","user37"
2024-01-26,2024-01-01,"app 1","user62"
2024-01-26,2024-01-01,"app 1","user67"
2024-01-26,2024-01-01,"app 1","user82"
2024-01-26,2024-01-01,"app 1","user61"
2024-01-26,2024-01-01,"app 1","user12"
2024-01-26,2024-01-01,"app 1","user16"
2024-01-26,2024-01-01,"app 1","user1"
2024-01-26,2024-01-01,"app 1","user35"
2024-01-23,2024-01-01,"app 1","user64"
2024-01-23,2024-01-01,"app 1","user77"
2024-01-23,2024-01-01,"app 1","user16"
2024-01-23,2024-01-01,"app 1","user14"
2024-01-05,2024-01-01,"app 1","user13"
2024-01-05,2024-01-01,"app 1","user98"
2024-01-05,2024-01-01,"app 1","user39"
2024-01-05,2024-01-01,"app 1","user85"
2024-01-05,2024-01-01,"app 1","user8"
2024-01-05,2024-01-01,"app 1","user104"
2024-01-05,2024-01-01,"app 1","user103"
2024-01-05,2024-01-01,"app 1","user201"
2024-01-05,2024-01-01,"app 1","user174"
2024-01-05,2024-01-01,"app 1","user129"
2024-01-05,2024-01-01,"app 1","user83"
2024-01-05,2024-01-01,"app 1","user122"
2024-01-05,2024-01-01,"app 1","user124"
2024-01-05,2024-01-01,"app 1","user106"
2024-01-07,2024-01-01,"app 1","user144"
2024-01-07,2024-01-01,"app 1","user11"
2024-01-07,2024-01-01,"app 1","user75"
2024-01-07,2024-01-01,"app 1","user39"
2024-01-07,2024-01-01,"app 1","user31"
2024-01-07,2024-01-01,"app 1","user25"
2024-01-07,2024-01-01,"app 1","user2"
2024-01-07,2024-01-01,"app 1","user205"
2024-01-07,2024-01-01,"app 1","user82"
2024-01-07,2024-01-01,"app 1","user106"
2024-01-07,2024-01-01,"app 1","user177"
2024-01-07,2024-01-01,"app 1","user5"
2024-01-07,2024-01-01,"app 1","user16"
2024-01-07,2024-01-01,"app 1","user104"
2024-01-07,2024-01-01,"app 1","user61"
2024-01-07,2024-01-01,"app 1","user52"
2024-01-07,2024-01-01,"app 1","user23"
2024-01-07,2024-01-01,"app 1","user27"
2024-01-07,2024-01-01,"app 1","user178"
2024-01-07,2024-01-01,"app 1","user38"
